SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF
134000,5,1142,2,1142,1,1976,1976,0.0,1,874,2.0,44.0,536,0,90
130000,5,1352,1,1062,1,1958,1958,120.0,0,300,1.0,92.0,168,0,0
280000,8,1924,2,1086,2,1998,1998,530.0,1,956,2.0,78.0,208,838,75
198500,7,1922,2,0,3,2003,2003,500.0,1,0,3.0,64.0,0,1427,0
118000,6,987,1,483,1,1972,2007,510.0,0,162,1.0,21.0,250,504,0
147000,5,1344,1,672,1,1920,1997,0.0,0,456,1.0,59.0,0,672,128
165000,6,1431,1,1099,1,1962,1962,305.0,1,371,1.0,101.0,64,0,110
132000,5,1268,1,1268,1,1954,1954,200.0,1,540,2.0,78.0,0,0,98
134432,4,1588,2,0,2,1959,1959,0.0,1,0,1.0,80.0,0,468,59
125000,6,752,1,744,1,1984,1984,0.0,0,623,1.0,50.0,353,0,0
123000,5,1319,1,608,1,1953,1953,0.0,0,428,2.0,79.0,66,0,0
219500,7,1928,2,847,2,2003,2004,0.0,1,0,2.0,65.0,100,1081,48
148000,5,914,2,870,1,1996,1996,0.0,0,298,2.0,57.0,0,0,0
340000,8,2466,2,1580,3,2004,2005,0.0,1,0,2.0,102.0,159,886,214
394432,9,1856,3,1856,1,2010,2010,350.0,1,1445,2.0,88.0,113,0,0
179000,6,1800,2,982,2,2000,2000,16.0,1,0,2.0,60.0,100,793,63
127000,5,1691,1,1026,2,1924,1950,0.0,1,218,0.0,50.0,0,665,0
187750,7,1301,2,1293,2,2006,2006,0.0,1,0,2.0,60.0,216,0,121
213500,7,1797,2,939,2,2006,2006,0.0,0,0,2.0,79.0,144,858,53
76000,6,784,2,784,1,1928,1950,0.0,0,0,0.0,60.0,0,0,0
192000,8,1269,2,1256,2,2004,2005,16.0,1,24,2.0,43.0,146,0,20
125000,6,1125,1,1041,1,1976,1976,255.0,1,631,1.0,72.0,296,0,0
191000,7,1479,2,1468,2,1999,2000,125.0,0,0,2.0,93.0,120,0,25
426000,10,2332,3,1682,2,2007,2008,272.0,1,1280,2.0,96.0,196,590,134
119000,5,1367,1,861,1,1900,1950,0.0,0,241,0.0,50.0,0,406,130
215000,6,1961,2,804,2,2001,2002,0.0,1,690,2.0,71.0,125,1157,192
109000,5,1034,1,735,1,1940,1950,0.0,0,0,1.0,60.0,0,299,39
129000,5,1144,1,1144,1,1956,1956,0.0,0,739,1.0,68.0,44,0,0
123000,5,894,2,894,1,1972,1972,0.0,0,777,1.0,60.0,215,0,0
169500,5,1812,1,864,2,1962,1962,288.0,1,540,1.0,69.0,0,936,168
67000,5,1077,1,961,1,1920,1950,0.0,0,0,0.0,60.0,0,0,0
241000,7,1550,2,1092,2,2006,2007,100.0,0,812,2.0,65.0,0,438,168
245500,8,1288,2,1260,1,1996,1996,0.0,2,786,2.0,38.0,120,0,30
164990,7,1310,2,1310,2,2005,2005,0.0,1,24,2.0,65.0,0,0,0
108000,5,672,1,672,1,1940,1997,0.0,0,0,2.0,60.0,168,0,0
258000,8,2263,2,1141,2,1998,1998,650.0,1,0,2.0,93.0,144,1098,123
115000,6,1639,1,1064,1,1936,1950,0.0,0,0,0.0,51.0,0,0,0
177000,6,1680,1,840,2,1915,1976,0.0,0,0,0.0,63.0,0,840,0
280000,7,2172,3,1063,2,2006,2006,350.0,1,0,2.0,109.0,192,1101,62
339750,8,2078,3,1034,2,2007,2008,100.0,1,789,2.0,85.0,0,1028,102
60000,5,1276,1,1276,1,1958,1958,0.0,0,0,1.0,68.0,0,0,0
145000,5,1056,2,1056,1,1955,1955,0.0,0,1056,1.0,100.0,264,0,0
115000,5,1028,2,1008,1,1927,1950,0.0,1,0,1.0,56.0,0,0,0
228000,7,2097,3,1080,2,1993,1993,0.0,1,50,2.0,59.0,196,1017,187
181134,7,1340,2,1340,2,2007,2007,0.0,0,24,2.0,73.0,100,0,30
149500,6,1400,2,672,1,1978,1978,203.0,1,209,1.0,74.0,0,728,0
239000,6,2624,3,1370,2,1918,1950,0.0,1,1128,0.0,86.0,0,1254,0
126000,5,1134,1,756,1,1940,1950,0.0,0,312,0.0,60.0,0,378,0
142000,5,1056,1,1056,1,1968,1968,0.0,1,775,1.0,65.0,0,0,85
206300,7,1344,4,1344,2,1997,1998,200.0,0,1309,2.0,78.0,0,0,0
113000,5,988,2,988,1,1954,1954,0.0,0,0,1.0,100.0,0,0,0
315000,8,2630,3,1470,2,1998,1998,473.0,1,986,2.0,80.0,0,1160,66
139000,6,1196,1,1196,1,1956,1956,74.0,1,616,1.0,72.0,0,0,44
135000,7,1389,1,651,1,1946,1992,0.0,2,0,1.0,60.0,0,682,0
109008,4,907,1,907,1,1957,1957,0.0,0,288,1.0,77.0,0,0,0
195400,7,1208,2,1208,2,2007,2007,108.0,0,664,2.0,64.0,105,0,54
175000,6,1412,2,1392,2,1988,1988,0.0,1,1005,1.0,130.0,0,0,0
85400,6,987,1,483,1,1971,1971,232.0,0,387,1.0,21.0,0,504,0
122500,5,1365,2,765,1,1971,1971,376.0,0,471,1.0,24.0,240,600,36
181000,6,1604,2,926,2,1997,1998,0.0,1,0,2.0,100.0,0,678,36
212000,7,1661,2,799,2,1996,1996,0.0,1,385,2.0,43.0,158,834,61
116000,6,1118,2,648,1,1920,1950,0.0,0,0,0.0,40.0,0,384,0
119000,6,904,1,884,1,1926,2004,0.0,0,0,2.0,50.0,0,0,0
90350,5,694,1,440,1,1913,2002,0.0,1,365,2.0,40.0,0,0,0
110000,6,1196,2,684,1,1920,2000,0.0,0,0,0.0,67.0,0,512,46
555000,10,2402,3,3094,2,2008,2008,200.0,2,1767,2.0,105.0,0,0,72
162900,5,1573,2,1078,2,1930,1992,0.0,1,0,2.0,52.0,0,445,0
172500,7,1258,3,1258,2,2006,2007,72.0,1,0,2.0,53.0,144,0,16
210000,7,1908,2,915,2,1994,1995,0.0,1,642,2.0,70.0,144,975,133
127500,6,1689,2,1436,1,1956,1956,0.0,1,0,1.0,73.0,0,0,0
190000,6,1888,2,1517,2,1966,2002,0.0,1,247,1.0,137.0,0,0,0
119500,6,1376,1,780,2,1937,1950,0.0,1,0,0.0,50.0,0,596,0
120000,3,1183,1,649,1,1948,2002,0.0,0,331,1.0,50.0,0,504,176
110000,6,813,1,813,1,1930,2005,0.0,0,0,0.0,70.0,0,0,113
280000,7,1533,2,1533,2,1975,1975,0.0,2,655,1.0,62.0,200,0,54
210000,8,1590,2,768,2,2008,2008,0.0,0,0,2.0,75.0,0,804,30
188000,5,1728,2,1728,2,1976,1976,0.0,0,1606,1.0,63.0,0,0,0
175500,7,1242,2,1242,1,1973,1973,320.0,1,916,1.0,80.0,0,0,0
98000,5,1344,3,624,1,1916,1950,0.0,0,0,0.0,34.0,0,720,0
263435,8,1935,2,832,2,2009,2009,110.0,0,544,2.0,75.0,0,1103,150
155000,7,1135,2,560,1,1936,2007,0.0,0,350,2.0,60.0,256,560,0
62383,5,864,1,864,1,1965,1965,0.0,1,553,1.0,60.0,0,0,0
188700,6,1660,1,715,1,1934,1995,0.0,1,326,1.0,74.0,0,811,0
167000,7,1277,2,1277,1,1970,1970,0.0,1,778,1.0,85.0,0,0,0
146500,5,1644,1,728,1,1942,1995,224.0,2,386,1.0,79.0,168,756,0
250000,8,1634,3,1626,2,2006,2006,248.0,1,0,2.0,98.0,0,0,44
187000,6,1710,2,832,2,1993,1993,120.0,0,426,2.0,76.0,144,878,70
190000,7,1969,2,808,2,1977,1977,0.0,1,0,1.0,92.0,0,808,0
148000,6,1072,2,547,1,2005,2005,80.0,0,459,2.0,35.0,0,0,28
440000,8,1976,3,1976,2,2006,2007,304.0,1,1350,2.0,110.0,250,0,63
251000,8,1652,2,1494,2,2000,2000,0.0,0,1196,2.0,41.0,96,0,48
132500,5,970,2,970,1,1963,1963,0.0,0,630,1.0,80.0,0,0,24
208900,6,1493,2,1478,2,1997,1998,215.0,1,994,2.0,75.0,140,0,39
380000,9,2643,3,2153,2,2006,2006,772.0,1,0,2.0,105.0,414,574,84
297000,8,1718,3,1705,2,2007,2008,336.0,1,1288,2.0,79.0,208,0,44
89471,4,1131,2,907,1,1937,2000,435.0,0,168,0.0,50.0,0,0,72
326000,9,1850,3,1833,2,2004,2005,378.0,1,1261,2.0,98.0,519,0,112
374000,9,1792,3,1792,2,2003,2004,562.0,1,1567,2.0,72.0,206,0,49
155000,7,1826,1,910,1,1915,2005,0.0,1,299,2.0,50.0,0,910,0
164000,6,1216,2,1216,2,1998,1998,116.0,0,897,2.0,32.0,0,0,125
147000,5,1113,1,1113,1,1950,2007,0.0,1,607,1.0,80.0,0,0,80
156000,5,1073,2,1073,1,1965,1965,168.0,0,836,1.0,79.0,0,0,0
175000,5,1484,2,1484,2,1971,1971,0.0,1,998,1.0,70.0,224,0,0
160000,5,2414,2,954,2,1900,1970,0.0,1,664,1.0,60.0,142,648,0
86000,4,630,1,630,1,1970,2002,0.0,0,515,1.0,21.0,0,0,0
133000,6,1578,1,806,1,1941,1950,0.0,2,403,1.0,79.0,0,620,0
172785,6,1456,2,728,2,2006,2006,0.0,0,0,2.0,105.0,0,728,0
155000,5,1269,1,1269,1,1960,1960,0.0,1,374,1.0,70.0,0,0,0
91300,5,886,1,190,1,1938,1996,0.0,0,0,0.0,50.0,144,0,20
184000,7,1820,1,1026,2,1925,1950,0.0,0,329,2.0,60.0,0,687,100
130000,5,899,1,864,1,1967,2004,89.0,0,450,2.0,65.0,64,0,0
120000,5,912,1,912,1,1958,1985,0.0,0,111,1.0,70.0,12,0,285
113000,6,1218,1,672,1,1973,1973,285.0,0,356,1.0,21.0,144,546,28
226700,7,1768,2,866,2,2005,2005,0.0,0,400,2.0,75.0,0,902,108
140000,5,1214,2,1214,1,1965,1965,0.0,0,698,1.0,70.0,0,0,0
289000,7,1801,2,1501,2,1959,1997,0.0,2,1247,1.0,100.0,0,0,54
147000,6,1322,2,855,2,1974,1974,0.0,1,257,1.0,24.0,260,467,0
124500,5,1960,2,960,2,1952,1952,360.0,0,0,1.0,60.0,0,1000,0
215000,8,1911,2,777,2,1993,1994,125.0,1,380,2.0,80.0,182,846,81
208300,6,1218,2,1218,2,2009,2009,0.0,0,27,2.0,75.0,0,0,102
161000,7,1378,2,689,2,1928,2005,0.0,1,141,0.0,60.0,0,689,0
124500,5,1041,1,1041,1,1959,1959,132.0,0,991,1.0,80.0,224,0,88
164900,5,1363,1,1008,1,1951,2000,70.0,2,650,1.0,75.0,324,0,42
202665,7,1368,2,1368,2,2005,2006,94.0,1,0,2.0,40.0,132,0,35
129900,5,864,2,864,1,1958,1958,0.0,0,521,1.0,70.0,0,0,0
134000,6,1080,2,1084,1,1983,1983,0.0,0,336,2.0,71.0,120,0,0
96500,5,789,1,768,1,1926,1950,0.0,0,0,0.0,55.0,0,0,0
402861,10,2020,3,2006,2,2009,2009,305.0,1,1436,1.0,94.0,156,0,54
265000,7,2344,3,1264,2,1996,1997,921.0,1,0,2.0,79.0,220,1067,0
234000,7,2080,1,1276,1,1926,2004,0.0,2,0,0.0,53.0,0,804,0
150000,6,1244,1,1244,1,1957,1957,0.0,2,777,1.0,90.0,0,0,40
159000,6,1664,2,1004,2,1947,1950,0.0,2,399,1.0,50.0,0,660,24
184750,10,4676,3,3138,3,2007,2008,762.0,1,2260,2.0,130.0,208,1538,406
315750,7,2398,3,1379,2,1996,1997,594.0,1,719,2.0,95.0,239,1015,60
176000,7,1266,2,1257,2,2005,2005,0.0,1,0,2.0,62.0,38,0,144
132000,5,928,1,928,1,1956,2000,0.0,0,377,1.0,70.0,261,0,0
446261,9,2713,3,1452,2,2008,2008,268.0,1,1330,2.0,67.0,126,1237,66
175000,6,1509,2,1461,2,1988,1989,219.0,1,783,1.0,85.0,224,0,0
128000,6,1362,2,611,2,1920,1999,0.0,0,0,0.0,60.0,0,611,0
107500,5,827,1,0,1,1955,2007,0.0,1,0,3.0,60.0,0,0,0
178000,8,1414,2,707,2,2004,2004,0.0,1,0,2.0,74.0,100,707,35
188000,7,1724,2,880,2,1998,1999,0.0,0,0,2.0,57.0,120,844,155
315000,9,1838,3,1838,2,2006,2006,584.0,1,1260,2.0,85.0,270,0,68
213250,7,1680,2,1650,2,1998,1999,0.0,1,144,2.0,78.0,78,0,73
133000,7,767,1,723,1,1998,1998,182.0,0,584,2.0,34.0,120,0,40
179665,7,1496,2,654,2,2006,2006,0.0,1,554,2.0,58.0,100,832,24
210000,6,1635,2,1065,1,1923,1950,0.0,1,300,0.0,70.0,0,720,38
129500,5,768,2,768,1,1970,1970,0.0,0,619,1.0,54.0,104,0,0
125000,5,825,2,825,1,1955,1995,0.0,0,180,1.0,49.0,140,0,50
263000,7,2094,2,912,2,2003,2004,0.0,1,0,2.0,75.0,182,1182,182
140000,6,1069,2,1069,2,1977,1977,0.0,0,559,1.0,53.0,0,0,55
112500,5,928,1,928,1,1957,1957,0.0,0,308,1.0,50.0,0,0,0
255500,8,1717,3,1709,2,2006,2006,250.0,1,0,2.0,87.0,169,0,39
108000,4,1126,2,0,2,1949,2003,0.0,0,0,1.0,67.0,0,0,96
284000,7,2046,3,998,2,2003,2004,292.0,1,866,2.0,85.0,320,1040,62
113000,5,1048,1,993,1,1922,1950,0.0,1,0,0.0,58.0,0,0,0
141000,5,1092,1,1092,1,1957,1957,0.0,1,895,1.0,69.0,268,0,0
108000,4,1336,1,637,1,1920,1950,0.0,0,637,1.0,60.0,0,439,47
175000,7,1446,2,729,2,1996,1997,0.0,1,604,2.0,57.0,264,717,22
170000,5,1389,2,1389,1,1974,1975,0.0,1,1071,1.0,77.0,240,0,38
185000,6,1674,2,1163,2,1918,1950,0.0,1,0,0.0,66.0,72,511,36
128000,6,1647,1,806,1,1915,1950,0.0,0,0,2.0,66.0,0,806,66
325000,9,2504,3,1122,2,2005,2007,245.0,1,0,2.0,77.0,144,1370,39
214000,7,1535,2,1517,2,2004,2004,168.0,0,2,2.0,70.0,0,0,0
316600,8,2132,2,1496,1,1983,2009,0.0,1,1441,1.0,79.0,349,636,40
142600,5,1728,2,1728,2,1965,1965,108.0,0,231,1.0,74.0,0,0,0
120000,6,864,1,864,1,1959,1959,207.0,0,414,1.0,60.0,168,0,0
224500,7,1692,2,846,2,2009,2009,0.0,0,0,2.0,83.0,208,846,114
170000,7,1430,2,384,2,2000,2000,0.0,1,0,2.0,76.0,100,656,0
139000,5,1109,1,372,1,1971,2005,82.0,0,349,1.0,70.0,35,533,0
118500,5,1216,1,832,1,1947,1950,0.0,0,442,1.0,80.0,158,384,0
145000,7,1477,1,861,2,1928,1950,0.0,1,0,0.0,52.0,0,600,50
164500,5,1320,2,1164,1,1966,1966,97.0,2,328,1.0,96.0,160,0,68
146000,7,1392,2,689,2,2007,2007,0.0,0,0,2.0,34.0,0,689,102
131500,5,1795,1,1050,2,1954,1954,335.0,0,0,0.0,81.0,0,745,0
253293,8,2042,3,2042,2,2008,2009,306.0,1,0,2.0,98.0,0,0,90
325000,10,2775,2,1237,3,1893,2000,0.0,1,0,0.0,75.0,105,1254,502
133000,4,1573,1,884,1,1935,1995,0.0,0,0,0.0,51.0,0,584,0
369900,8,2028,3,1868,2,2005,2006,208.0,2,1460,2.0,88.0,326,0,66
130000,6,838,1,816,1,1918,2000,0.0,0,210,0.0,55.0,0,0,0
137000,5,860,2,840,1,1982,1982,0.0,0,672,1.0,74.0,0,0,0
143000,5,1473,1,1437,1,1968,2003,0.0,2,1324,1.0,65.0,0,0,48
79500,5,935,1,742,1,1930,1960,0.0,0,0,0.0,50.0,0,0,0
185900,7,1582,2,770,2,2004,2004,0.0,0,490,2.0,64.0,0,812,45
451950,10,2296,3,1722,2,2008,2008,420.0,1,1338,2.0,97.0,382,568,274
138000,5,816,2,816,1,1982,2003,0.0,0,816,2.0,60.0,0,0,0
110000,5,924,1,924,1,1975,1975,0.0,0,0,1.0,88.0,0,0,0
319000,8,1826,3,1814,2,2005,2006,238.0,1,1422,2.0,69.0,180,0,75
114504,6,1368,1,684,1,1910,1993,0.0,0,0,1.0,60.0,0,684,158
194201,7,1402,3,1258,0,2006,2007,72.0,1,0,2.0,53.0,120,0,16
217500,5,1647,2,1430,2,1977,1977,459.0,1,1283,1.0,80.0,0,0,0
151000,6,1556,2,716,2,1980,1980,0.0,1,81,1.0,24.0,161,840,0
275000,8,1904,2,1058,2,2005,2005,280.0,1,546,2.0,74.0,179,846,60
141000,6,1375,1,780,1,1937,1950,0.0,1,0,2.0,50.0,0,595,162
220000,8,1915,2,908,2,1992,1992,0.0,1,789,2.0,80.0,120,988,150
151000,7,1200,2,600,2,2004,2005,0.0,0,0,2.0,30.0,0,600,172
221000,7,1494,2,1494,2,2002,2002,99.0,1,922,2.0,88.0,192,0,36
205000,7,1986,2,768,2,1965,1990,176.0,3,454,1.0,85.0,0,800,42
152000,5,1040,2,1040,1,1996,1996,0.0,0,732,2.0,82.0,168,0,0
225000,5,2008,1,896,3,1948,2002,0.0,0,603,1.0,78.0,103,896,0
359100,8,3194,2,965,2,1934,1998,0.0,2,428,2.0,78.0,0,1254,0
118500,4,1029,1,1029,1,1961,1961,192.0,0,903,1.0,61.0,64,0,0
137500,6,1054,2,936,1,1963,1963,156.0,0,763,2.0,80.0,120,0,0
105500,6,832,2,832,1,1954,1954,0.0,0,0,1.0,59.0,0,0,0
314813,9,1828,3,1822,2,2007,2007,452.0,1,48,2.0,90.0,0,0,108
305000,8,2262,3,1482,2,2003,2003,226.0,2,871,2.0,85.0,168,780,0
240000,6,2614,2,1522,2,1974,1997,0.0,1,956,1.0,90.0,38,1066,243
135000,5,980,2,980,1,1977,1977,153.0,0,560,1.0,71.0,192,0,0
165150,6,1790,2,732,1,1972,1972,288.0,1,247,1.0,80.0,148,778,0
160000,6,1116,2,1116,1,1962,1962,261.0,0,0,1.0,87.0,0,0,0
153000,6,1520,1,1156,1,1955,1972,164.0,2,674,1.0,80.0,0,0,0
135000,5,2080,2,1040,1,1969,1969,192.0,2,650,2.0,70.0,335,1040,0
168500,6,1350,2,1248,1,1964,1964,259.0,0,624,1.0,82.0,176,0,0
124000,5,1750,1,636,1,1880,1991,0.0,0,0,0.0,50.0,0,661,0
209500,8,1554,2,1554,2,2006,2006,108.0,1,24,2.0,34.0,156,0,73
82500,7,1411,2,1386,2,1977,1977,209.0,1,822,1.0,85.0,192,0,0
139400,5,1056,1,1056,1,1954,2005,0.0,0,480,1.0,80.0,390,0,0
144000,6,1056,2,1056,0,1980,1980,0.0,0,1056,1.0,64.0,264,0,56
93000,5,1387,1,811,2,1954,1954,0.0,0,0,1.0,50.0,0,576,0
264561,8,1567,3,1520,2,2006,2006,0.0,1,1154,2.0,53.0,312,0,0
274000,8,1518,2,1518,1,2003,2004,472.0,1,1218,2.0,62.0,185,0,140
345000,8,2704,2,1952,2,1972,1995,0.0,3,1410,1.0,75.0,269,704,111
152000,5,1620,2,780,2,1969,1969,263.0,0,493,1.0,80.0,208,840,0
370878,9,1766,3,1766,2,2009,2009,162.0,1,1121,2.0,85.0,195,0,130
98300,5,1048,2,0,1,1950,1950,0.0,0,0,1.0,60.0,0,0,27
155000,6,1094,2,1094,1,1953,1953,216.0,2,500,1.0,85.0,0,0,0
155000,6,1839,2,756,1,1966,1966,351.0,1,0,1.0,70.0,0,788,124
108000,4,1510,1,755,1,1940,1950,0.0,1,0,1.0,60.0,120,755,0
191000,7,1716,2,880,2,1996,1996,0.0,1,0,2.0,70.0,0,807,120
135000,6,1469,1,756,1,1906,1995,0.0,0,0,1.0,60.0,57,713,0
350000,8,2113,3,2109,2,1995,1995,660.0,1,1696,2.0,91.0,236,0,46
88000,6,1092,1,525,1,1971,1971,381.0,0,0,1.0,21.0,0,567,0
145500,5,1053,1,1053,1,1959,2006,54.0,0,806,1.0,72.0,0,0,0
149000,7,1502,1,776,1,1931,2000,0.0,1,0,0.0,60.0,0,651,0
97500,6,1458,1,912,1,1948,1950,0.0,1,0,1.0,78.0,192,546,0
167000,5,1486,2,1486,1,1964,1999,0.0,0,637,2.0,75.0,0,0,0
402000,8,2448,3,1629,2,1994,2005,528.0,1,1361,2.0,52.0,517,762,76
110000,6,1392,2,1392,1,1968,1968,216.0,2,0,1.0,120.0,0,0,0
137500,4,1181,2,1138,2,1972,1972,0.0,0,920,1.0,90.0,0,0,0
423000,8,2097,3,2077,1,2005,2006,0.0,1,1721,2.0,49.0,192,0,267
230500,8,1936,2,1406,2,2000,2000,40.0,1,0,2.0,106.0,188,482,124
193500,6,1679,2,1408,2,1994,1998,258.0,1,1138,2.0,65.0,224,0,42
137500,4,1180,1,700,1,1922,1950,0.0,1,0,0.0,80.0,0,0,0
173500,6,1476,2,738,2,2005,2005,0.0,0,193,2.0,64.0,100,738,35
103600,6,1369,1,672,2,1925,1950,0.0,0,551,0.0,54.0,147,672,0
257500,6,1839,2,1477,2,1957,2004,106.0,2,1186,2.0,110.0,0,0,87
140000,6,1136,1,1136,1,1965,1965,0.0,1,892,1.0,80.0,426,0,0
148500,6,1441,2,855,2,1978,1978,0.0,1,311,1.0,24.0,28,586,0
87000,4,1774,3,1095,2,1900,1950,0.0,0,0,0.0,60.0,0,679,0
109500,5,792,1,768,1,1924,2006,0.0,0,0,0.0,52.0,316,0,0
372500,8,2046,3,2046,2,2008,2008,464.0,1,0,2.0,80.0,322,0,82
143000,6,923,1,923,2,1980,1980,0.0,1,543,1.0,50.0,80,0,0
159434,5,1520,1,793,1,1932,2000,0.0,0,182,0.0,55.0,0,672,0
285000,9,1668,3,1626,2,2002,2002,215.0,1,1059,2.0,90.0,257,0,45
221000,7,1839,2,1195,2,1998,1998,30.0,0,0,2.0,58.0,0,644,81
227875,7,1761,2,874,3,2007,2007,0.0,0,0,2.0,84.0,144,887,105
392000,8,1419,2,1419,2,2007,2007,0.0,1,945,2.0,60.0,140,0,0
194700,6,1362,2,1362,2,2005,2006,256.0,1,20,2.0,61.0,192,0,28
755000,10,4316,3,2444,3,1994,1995,1170.0,2,1455,2.0,104.0,382,1872,50
335000,7,2519,2,1210,2,1989,1990,293.0,2,965,2.0,42.0,320,1281,27
108480,5,1073,1,1073,1,1921,1968,0.0,0,0,0.0,60.0,0,0,0
141500,5,1539,2,927,1,1936,1950,0.0,0,0,0.0,51.0,112,472,0
176000,6,1137,2,1112,2,1987,1987,72.0,1,980,1.0,54.0,125,0,0
89000,5,616,1,616,1,1921,1950,0.0,0,616,1.0,50.0,0,0,0
123500,5,1148,1,980,1,1952,1952,0.0,0,210,2.0,57.0,0,0,0
138500,5,894,1,894,1,1965,2009,0.0,1,553,1.0,65.0,416,0,144
196000,7,1391,2,1391,2,2004,2004,0.0,0,16,2.0,59.0,156,0,158
312500,8,1800,3,1800,2,2002,2002,630.0,1,1274,2.0,85.0,270,0,78
140000,7,1164,2,1164,1,1969,1969,168.0,0,0,1.0,80.0,0,0,0
361919,8,2576,3,1234,2,2006,2006,466.0,1,0,2.0,82.0,324,1312,100
140000,5,1812,2,360,2,1900,1996,0.0,1,0,0.0,76.0,344,780,0
213000,7,1484,2,1473,2,2004,2005,109.0,0,712,2.0,70.0,0,0,35
254000,8,1324,2,1324,2,2006,2006,176.0,1,863,2.0,48.0,192,0,38
179540,7,1456,2,728,2,2007,2007,0.0,1,0,2.0,65.0,100,728,24
102776,4,1178,1,859,1,1900,1950,0.0,0,0,4.0,66.0,68,319,0
189000,8,1228,2,1228,2,1988,1989,0.0,1,767,2.0,40.0,168,0,120
129000,4,960,2,960,1,1970,1970,160.0,0,789,1.0,60.0,0,0,288
165000,6,1350,2,1064,2,1974,1974,174.0,1,0,1.0,78.0,0,0,0
159500,7,2554,2,718,1,1890,1998,0.0,0,0,0.0,60.0,0,978,48
157000,5,1178,2,1176,1,1973,2000,0.0,1,1084,1.0,80.0,224,0,0
